matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points,total_points_avg
1136619,Shubman Gill,30.0,20.0,20.0,1.0,2.0,5.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,nan,900.0,2.0,2.0,0,904.0,,0,,0,0.0,904.0,
1136619,WP Saha,36.0,28.0,28.0,,5.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,nan,1296.0,,5.0,0,1301.0,,0,,0,0.0,1301.0,179.4
1136619,YK Pathan,3.0,7.0,7.0,,,4.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,All Rounder,9.0,,,0,9.0,,0,,0,0.0,9.0,624.0
1136620,AT Rayudu,17.0,19.0,19.0,1.0,1.0,2.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,nan,289.0,2.0,1.0,0,292.0,,0,,0,0.0,292.0,2564.4
1136620,B Kumar,,,,,,,,,,,24.0,24.0,17.0,1.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,4.25,Bowler,,,,0,0.0,,4,8.0,0,12.0,12.0,30.6
1136620,CR Brathwaite,22.0,12.0,12.0,3.0,,5.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,1.0,16.0,16.0,26.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,9.75,All Rounder,484.0,6.0,,0,490.0,25.0,-2,0.0,0,23.0,513.0,467.9
1136620,DJ Bravo,,,,,,,,,,1.0,26.0,26.0,44.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,10.153846153846153,All Rounder,,,,0,0.0,25.0,-4,0.0,0,21.0,21.0,69.4
1136620,DJ Hooda,3.0,4.0,4.0,,,4.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,All Rounder,9.0,,,0,9.0,,0,,0,0.0,9.0,261.6
1136620,DL Chahar,,,,,,,,,,,26.0,26.0,23.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,5.3076923076923075,Bowler,,,,0,0.0,,2,0.0,0,2.0,2.0,194.3
1136620,F du Plessis,11.0,11.0,11.0,,1.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,All Rounder,121.0,,1.0,0,122.0,,0,,0,0.0,122.0,1396.1
1136620,KS Williamson,50.0,38.0,38.0,2.0,5.0,1.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,All Rounder,2500.0,4.0,5.0,8,2517.0,,0,,0,0.0,2517.0,2678.1
1136620,KV Sharma,,,,,,,,,,1.0,19.0,19.0,24.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,7.578947368421052,All Rounder,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,66.8
1136620,L Ngidi,,,,,,,,,,1.0,24.0,24.0,26.0,1.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,6.5,Bowler,,,,0,0.0,25.0,0,8.0,0,33.0,33.0,
1136620,RA Jadeja,,,,,,,,,,1.0,12.0,12.0,24.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,12.0,All Rounder,,,,0,0.0,25.0,-6,0.0,0,19.0,19.0,136.6
1136620,Rashid Khan,,,,,,,,,,,24.0,24.0,24.0,1.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,6.0,Bowler,,,,0,0.0,,2,8.0,0,10.0,10.0,162.9
1136620,S Dhawan,27.0,26.0,26.0,1.0,2.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,All Rounder,729.0,2.0,2.0,0,733.0,,0,,0,0.0,733.0,2216.7
1136620,S Kaul,,,,,,,,,,,18.0,18.0,43.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,14.333333333333334,Bowler,,,,0,0.0,,-6,0.0,0,-6.0,-6.0,28.7
1136620,SK Raina,32.0,24.0,24.0,1.0,3.0,1.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,All Rounder,1024.0,2.0,3.0,0,1029.0,,0,,0,0.0,1029.0,1654.2
1136620,SN Thakur,,,,,,,,,,1.0,20.0,20.0,29.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,8.7,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,52.6
1136620,SP Goswami,6.0,5.0,5.0,,,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,nan,36.0,,,0,36.0,,0,,0,0.0,36.0,348.5
1136620,SR Watson,121.0,60.0,60.0,8.0,11.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,,,,,,,,,,All Rounder,14641.0,16.0,11.0,24,14692.0,,0,,0,0.0,14692.0,1315.4
1136620,Sandeep Sharma,,,,,,,,,,1.0,26.0,26.0,50.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,11.538461538461538,Bowler,,,,0,0.0,25.0,-6,0.0,0,19.0,19.0,23.1
1136620,Shakib Al Hasan,23.0,15.0,15.0,1.0,2.0,2.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,6.0,6.0,15.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,15.0,All Rounder,529.0,2.0,2.0,0,533.0,,-6,0.0,0,-6.0,527.0,372.9
1136620,YK Pathan,47.0,27.0,27.0,2.0,4.0,3.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,,,,,,,,,,All Rounder,2209.0,4.0,4.0,0,2217.0,,0,,0,0.0,2217.0,592.1
1175356,AB de Villiers,9.0,10.0,10.0,,,2.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,nan,81.0,,,0,81.0,,0,,0,0.0,81.0,3023.8
1175356,AT Rayudu,28.0,42.0,42.0,1.0,2.0,0.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,nan,784.0,2.0,2.0,0,788.0,,0,,0,0.0,788.0,1868.4
1175356,C de Grandhomme,4.0,6.0,6.0,,1.0,5.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,All Rounder,16.0,,1.0,0,17.0,,0,,0,0.0,17.0,390.6
1175356,DJ Bravo,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,0.0,All Rounder,,,,0,0.0,25.0,6,8.0,0,39.0,39.0,45.8
1175356,DL Chahar,,,,,,,,,,,25.0,25.0,16.0,0.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,3.84,Bowler,,,,0,0.0,,6,0.0,0,6.0,6.0,195.1
1175356,Harbhajan Singh,,,,,,,,,,3.0,24.0,24.0,20.0,0.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,5.0,Bowler,,,,0,0.0,75.0,4,0.0,0,79.0,79.0,59.8
1175356,Imran Tahir,,,,,,,,,,3.0,24.0,24.0,9.0,1.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,2.25,Bowler,,,,0,0.0,75.0,6,8.0,0,89.0,89.0,34.8
1175356,KM Jadhav,14.0,20.0,20.0,,1.0,2.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,nan,196.0,,1.0,0,197.0,,0,,0,0.0,197.0,488.5
1175356,MM Ali,9.0,8.0,8.0,1.0,,1.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,1.0,24.0,24.0,19.0,0.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,4.75,All Rounder,81.0,2.0,,0,83.0,25.0,4,0.0,0,29.0,112.0,
1175356,Mohammed Siraj,0.0,1.0,1.0,,,9.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,1.0,12.0,12.0,5.0,1.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,2.5,Bowler,0.0,,,-2,-2.0,25.0,6,8.0,0,39.0,37.0,51.0
1175356,NA Saini,2.0,3.0,3.0,,,6.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,26.0,26.0,22.0,0.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,5.076923076923077,Bowler,4.0,,,0,4.0,,2,0.0,0,2.0,6.0,
1175356,PA Patel,32.0,35.0,35.0,,2.0,0.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,nan,1024.0,,2.0,0,1026.0,,0,,0,0.0,1026.0,1139.5
1175356,RA Jadeja,8.0,17.0,17.0,,,3.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,2.0,24.0,24.0,15.0,1.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,3.75,All Rounder,64.0,,,0,64.0,50.0,6,8.0,0,64.0,128.0,138.5
1175356,S Dube,2.0,5.0,5.0,,,4.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,5.0,5.0,2.0,0.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,2.4,nan,4.0,,,0,4.0,,6,0.0,0,6.0,10.0,
1175356,SK Raina,20.0,21.0,21.0,,3.0,1.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,6.0,6.0,6.0,0.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,6.0,All Rounder,400.0,,3.0,0,403.0,,2,0.0,0,2.0,405.0,1742.5
1175356,SO Hetmyer,0.0,2.0,2.0,,,3.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,nan,0.0,,,-2,-2.0,,0,,0,0.0,-2.0,
1175356,SR Watson,1.0,10.0,10.0,,,0.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,,,,,,,,,,All Rounder,1.0,,,0,1.0,,0,,0,0.0,1.0,2775.0
1175356,UT Yadav,1.0,10.0,10.0,,,8.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,19.0,19.0,12.0,0.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,3.789473684210526,Bowler,1.0,,,0,1.0,,6,0.0,0,6.0,7.0,33.9
1175356,V Kohli,7.0,12.0,12.0,,,0.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,,,,,,,,,,All Rounder,49.0,,,0,49.0,,0,,0,0.0,49.0,1663.5
1175356,YS Chahal,4.0,12.0,12.0,,,7.0,1st innings,Royal Challengers Bangalore,Chennai Super Kings,1.0,24.0,24.0,6.0,1.0,2nd innings,Chennai Super Kings,Royal Challengers Bangalore,1.5,Bowler,16.0,,,0,16.0,25.0,6,8.0,0,39.0,55.0,25.0
1175357,AD Russell,50.0,20.0,20.0,4.0,4.0,3.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,2.0,18.0,18.0,32.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,10.666666666666666,All Rounder,2500.0,8.0,4.0,8,2520.0,50.0,-4,0.0,0,46.0,2566.0,641.7
1175357,B Kumar,,,,,,,,,,,24.0,24.0,37.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,9.25,Bowler,,,,0,0.0,,-2,0.0,0,-2.0,-2.0,24.1
1175357,CA Lynn,7.0,11.0,11.0,1.0,,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,nan,49.0,2.0,,0,51.0,,0,,0,0.0,51.0,1415.0
1175357,DA Warner,88.0,55.0,55.0,3.0,9.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,nan,7744.0,6.0,9.0,8,7767.0,,0,,0,0.0,7767.0,3636.5
1175357,JM Bairstow,42.0,35.0,35.0,1.0,3.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,nan,1764.0,2.0,3.0,0,1769.0,,0,,0,0.0,1769.0,
1175357,KD Karthik,2.0,4.0,4.0,,,2.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,nan,4.0,,,0,4.0,,0,,0,0.0,4.0,1276.9
1175357,Kuldeep Yadav,,,,,,,,,,,12.0,12.0,18.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,9.0,Bowler,,,,0,0.0,,-2,0.0,0,-2.0,-2.0,37.6
1175357,LH Ferguson,,,,,,,,,,,24.0,24.0,34.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,8.5,Bowler,,,,0,0.0,,0,0.0,0,0.0,0.0,
1175357,M Prasidh Krishna,,,,,,,,,,,27.0,27.0,28.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,6.222222222222222,Bowler,,,,0,0.0,,0,0.0,0,0.0,0.0,
1175357,MK Pandey,8.0,5.0,5.0,,1.0,3.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,nan,64.0,,1.0,0,65.0,,0,,0,0.0,65.0,937.1
1175357,N Rana,71.0,49.0,49.0,3.0,8.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,6.0,6.0,9.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,9.0,All Rounder,5041.0,6.0,8.0,8,5063.0,,-2,0.0,0,-2.0,5061.0,291.3
1175357,PP Chawla,,,,,,,,,,1.0,18.0,18.0,23.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,7.666666666666667,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,51.3
1175357,RV Uthappa,35.0,27.0,27.0,1.0,3.0,1.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,nan,1225.0,2.0,3.0,0,1230.0,,0,,0,0.0,1230.0,752.8
1175357,Rashid Khan,,,,,,,,,,1.0,24.0,24.0,26.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,6.5,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,156.0
1175357,S Kaul,,,,,,,,,,1.0,24.0,24.0,35.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,8.75,Bowler,,,,0,0.0,25.0,0,0.0,0,25.0,25.0,28.1
1175357,SP Narine,,,,,,,,,,,18.0,18.0,29.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,9.666666666666666,All Rounder,,,,0,0.0,,-2,0.0,0,-2.0,-2.0,1097.1
1175357,Sandeep Sharma,,,,,,,,,,1.0,26.0,26.0,40.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,9.23076923076923,Bowler,,,,0,0.0,25.0,-2,0.0,0,23.0,23.0,22.1
1175357,Shakib Al Hasan,,,,,,,,,,1.0,23.0,23.0,41.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,10.695652173913043,All Rounder,,,,0,0.0,25.0,-4,0.0,0,21.0,21.0,317.7
1175357,Shubman Gill,18.0,10.0,10.0,2.0,,4.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,,,,,,,,,,nan,324.0,4.0,,0,328.0,,0,,0,0.0,328.0,722.8
1175357,V Shankar,41.0,24.0,24.0,2.0,2.0,1.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,All Rounder,1681.0,4.0,2.0,0,1687.0,,0,,0,0.0,1687.0,823.3
1175357,YK Pathan,2.0,4.0,4.0,,,2.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,,,,,,,,,,All Rounder,4.0,,,0,4.0,,0,,0,0.0,4.0,777.4
1175358,AR Patel,4.0,2.0,2.0,,1.0,5.0,1st innings,Delhi Capitals,Mumbai Indians,1.0,18.0,18.0,42.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,14.0,All Rounder,16.0,,1.0,0,17.0,25.0,-6,0.0,0,19.0,36.0,178.9
1175358,BCJ Cutting,3.0,4.0,4.0,,,6.0,2nd innings,Mumbai Indians,Delhi Capitals,1.0,12.0,12.0,27.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,13.5,All Rounder,9.0,,,0,9.0,25.0,-6,0.0,0,19.0,28.0,265.8
1175358,CA Ingram,47.0,32.0,32.0,1.0,7.0,2.0,1st innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,nan,2209.0,2.0,7.0,0,2218.0,,0,,0,0.0,2218.0,
1175358,HH Pandya,0.0,2.0,2.0,,,4.0,2nd innings,Mumbai Indians,Delhi Capitals,1.0,25.0,25.0,40.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,9.6,All Rounder,0.0,,,-2,-2.0,25.0,-2,0.0,0,23.0,21.0,877.9
1175358,I Sharma,,,,,,,,,,2.0,24.0,24.0,34.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,8.5,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,10.7
1175358,JJ Bumrah,,,,,,,,,,1.0,24.0,24.0,40.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,10.0,Bowler,,,,0,0.0,25.0,-4,0.0,0,21.0,21.0,35.1
1175358,K Rabada,,,,,,,,,,2.0,27.0,27.0,19.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,4.222222222222222,All Rounder,,,,0,0.0,50.0,4,0.0,0,54.0,54.0,
1175358,KA Pollard,21.0,13.0,13.0,1.0,2.0,3.0,2nd innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,All Rounder,441.0,2.0,2.0,0,445.0,,0,,0,0.0,445.0,448.6
1175358,KH Pandya,33.0,16.0,16.0,1.0,5.0,5.0,2nd innings,Mumbai Indians,Delhi Capitals,,12.0,12.0,21.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,10.5,All Rounder,1089.0,2.0,5.0,0,1096.0,,-4,0.0,0,-4.0,1092.0,416.2
1175358,KMA Paul,5.0,6.0,6.0,,,4.0,1st innings,Delhi Capitals,Mumbai Indians,1.0,20.0,20.0,19.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,5.7,Bowler,25.0,,,0,25.0,25.0,2,0.0,0,27.0,52.0,
1175358,MJ McClenaghan,10.0,8.0,8.0,,2.0,7.0,2nd innings,Mumbai Indians,Delhi Capitals,3.0,24.0,24.0,40.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,10.0,Bowler,100.0,,2.0,0,102.0,75.0,-4,0.0,0,71.0,173.0,52.6
1175358,PP Shaw,8.0,6.0,6.0,,1.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,nan,64.0,,1.0,0,65.0,,0,,0,0.0,65.0,
1175358,Q de Kock,29.0,16.0,16.0,1.0,4.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,nan,841.0,2.0,4.0,0,847.0,,0,,0,0.0,847.0,1171.1
1175358,R Tewatia,9.0,4.0,4.0,1.0,,6.0,1st innings,Delhi Capitals,Mumbai Indians,1.0,8.0,8.0,12.0,1.0,2nd innings,Mumbai Indians,Delhi Capitals,9.0,Bowler,81.0,2.0,,0,83.0,25.0,-2,8.0,0,31.0,114.0,130.4
1175358,RG Sharma,14.0,13.0,13.0,,2.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,All Rounder,196.0,,2.0,0,198.0,,0,,0,0.0,198.0,588.1
1175358,RR Pant,80.0,28.0,28.0,7.0,7.0,3.0,1st innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,nan,6400.0,14.0,7.0,8,6429.0,,0,,0,0.0,6429.0,4816.1
1175358,Rasikh Salam,5.0,4.0,4.0,,,8.0,2nd innings,Mumbai Indians,Delhi Capitals,,27.0,27.0,39.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,8.666666666666666,Bowler,25.0,,,0,25.0,,0,0.0,0,0.0,25.0,
1175358,S Dhawan,44.0,36.0,36.0,1.0,4.0,0.0,1st innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,All Rounder,1936.0,2.0,4.0,0,1942.0,,0,,0,0.0,1942.0,2275.4
1175358,SA Yadav,2.0,6.0,6.0,,,1.0,2nd innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,All Rounder,4.0,,,0,4.0,,0,,0,0.0,4.0,1996.4
1175358,SS Iyer,16.0,10.0,10.0,1.0,2.0,1.0,1st innings,Delhi Capitals,Mumbai Indians,,,,,,,,,,nan,256.0,2.0,2.0,0,260.0,,0,,0,0.0,260.0,2188.8
1175358,TA Boult,,,,,,,,,,1.0,25.0,25.0,41.0,0.0,2nd innings,Mumbai Indians,Delhi Capitals,9.84,Bowler,,,,0,0.0,25.0,-2,0.0,0,23.0,23.0,28.6
1175358,Yuvraj Singh,59.0,40.0,40.0,3.0,5.0,3.0,2nd innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,All Rounder,3481.0,6.0,5.0,8,3500.0,,0,,0,0.0,3500.0,345.6
1175359,AM Rahane,27.0,20.0,20.0,,4.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,All Rounder,729.0,,4.0,0,733.0,,0,,0,0.0,733.0,1010.9
1175359,AS Rajpoot,,,,,,,,,,2.0,26.0,26.0,31.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,7.153846153846154,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,42.2
1175359,BA Stokes,6.0,2.0,2.0,1.0,,4.0,2nd innings,Rajasthan Royals,Kings XI Punjab,2.0,27.0,27.0,45.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,10.0,All Rounder,36.0,2.0,,0,38.0,50.0,-4,0.0,0,46.0,84.0,489.0
1175359,CH Gayle,91.0,52.0,52.0,4.0,9.0,1.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,All Rounder,8281.0,8.0,9.0,8,8306.0,,0,,0,0.0,8306.0,2144.9
1175359,DS Kulkarni,5.0,3.0,3.0,,1.0,9.0,2nd innings,Rajasthan Royals,Kings XI Punjab,1.0,27.0,27.0,27.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,6.0,Bowler,25.0,,1.0,0,26.0,25.0,2,0.0,0,27.0,53.0,15.8
1175359,JC Archer,2.0,2.0,2.0,,,6.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,24.0,24.0,17.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,4.25,Bowler,4.0,,,0,4.0,,4,0.0,0,4.0,8.0,51.4
1175359,JC Buttler,69.0,43.0,43.0,2.0,10.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,4761.0,4.0,10.0,8,4783.0,,0,,0,0.0,4783.0,3641.0
1175359,JD Unadkat,1.0,2.0,2.0,,,7.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,19.0,19.0,43.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,13.578947368421053,Bowler,1.0,,,0,1.0,,-6,0.0,0,-6.0,-5.0,92.4
1175359,K Gowtham,3.0,4.0,4.0,,,6.0,2nd innings,Rajasthan Royals,Kings XI Punjab,1.0,25.0,25.0,31.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,7.44,Bowler,9.0,,,0,9.0,25.0,0,0.0,0,25.0,34.0,229.0
1175359,KL Rahul,4.0,4.0,4.0,,1.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,nan,16.0,,1.0,0,17.0,,0,,0,0.0,17.0,3857.3
1175359,MA Agarwal,23.0,25.0,25.0,2.0,1.0,1.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,nan,529.0,4.0,1.0,0,534.0,,0,,0,0.0,534.0,218.2
1175359,Mandeep Singh,5.0,2.0,2.0,,,4.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,All Rounder,25.0,,,0,25.0,,0,,0,0.0,25.0,351.9
1175359,Mohammed Shami,,,,,,,,,,,24.0,24.0,33.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,8.25,Bowler,,,,0,0.0,,0,0.0,0,0.0,0.0,74.8
1175359,Mujeeb Ur Rahman,,,,,,,,,,2.0,25.0,25.0,30.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,7.2,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,42.5
1175359,N Pooran,14.0,15.0,15.0,,1.0,3.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,nan,196.0,,1.0,0,197.0,,0,,0,0.0,197.0,
1175359,R Ashwin,,,,,,,,,,1.0,24.0,24.0,20.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,5.0,Bowler,,,,0,0.0,25.0,4,0.0,0,29.0,29.0,246.3
1175359,RA Tripathi,2.0,5.0,5.0,,,4.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,All Rounder,4.0,,,0,4.0,,0,,0,0.0,4.0,872.7
1175359,S Gopal,1.0,1.0,1.0,,,9.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,6.0,6.0,5.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,5.0,All Rounder,1.0,,,0,1.0,,4,0.0,0,4.0,5.0,136.5
1175359,SM Curran,,,,,,,,,,2.0,25.0,25.0,51.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,12.24,Bowler,,,,0,0.0,50.0,-6,0.0,0,44.0,44.0,
1175359,SN Khan,47.0,30.0,30.0,1.0,6.0,2.0,1st innings,Kings XI Punjab,Rajasthan Royals,,,,,,,,,,nan,2209.0,2.0,6.0,0,2217.0,,0,,0,0.0,2217.0,291.4
1175359,SPD Smith,24.0,17.0,17.0,1.0,1.0,2.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,576.0,2.0,1.0,0,579.0,,0,,0,0.0,579.0,1136.9
1175359,SV Samson,30.0,25.0,25.0,1.0,,1.0,2nd innings,Rajasthan Royals,Kings XI Punjab,,,,,,,,,,nan,900.0,2.0,,0,902.0,,0,,0,0.0,902.0,974.8
1175360,A Mishra,,,,,,,,,,2.0,25.0,25.0,34.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,8.16,Bowler,,,,0,0.0,50.0,0,0.0,0,50.0,50.0,31.7
1175360,AR Patel,10.0,9.0,9.0,,1.0,5.0,1st innings,Delhi Capitals,Chennai Super Kings,,24.0,24.0,16.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,4.0,All Rounder,100.0,,1.0,0,101.0,,6,0.0,0,6.0,107.0,126.8
1175360,AT Rayudu,5.0,5.0,5.0,,1.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,,,,,,,,,,nan,25.0,,1.0,0,26.0,,0,,0,0.0,26.0,1725.3
1175360,CA Ingram,2.0,2.0,2.0,,,3.0,1st innings,Delhi Capitals,Chennai Super Kings,,,,,,,,,,nan,4.0,,,0,4.0,,0,,0,0.0,4.0,
1175360,DJ Bravo,4.0,3.0,3.0,,1.0,4.0,2nd innings,Chennai Super Kings,Delhi Capitals,3.0,26.0,26.0,31.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,7.153846153846154,All Rounder,16.0,,1.0,0,17.0,75.0,0,0.0,0,75.0,92.0,47.4
1175360,DL Chahar,,,,,,,,,,1.0,25.0,25.0,19.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,4.56,Bowler,,,,0,0.0,25.0,4,0.0,0,29.0,29.0,196.3
